।	22133
है	7677
?	5996
,	5970
में	4340
!	4143
हैं	3336
की	2411
क्या	2372
नहीं	2062
ने	2045
मैं	1959
के	1939
हो	1895
को	1805
पर	1622
.	1595
यह	1520
का	1471
एक	1464
तुम	1454
से	1444
मेरे	1391
वह	1376
मुझे	1358
काम	1349
लोग	1206
करते	1202
टॉम	1178
और	1162
लगभग	1117
स्थापित	1075
(	1072
)	1072
दिया	1066
हूँ	1004
आप	993
-	954
था	940
मित्र	857
आएँगे	840
निदेशक	837
कर	834
अक्तूबर	826
पृ.	812
हवाला	812
यात्रा	747
रहा	730
बहुत	717
गया	697
भी	694
हम	672
तो	671
रहे	619
प्रो.	574
ठीक	567
डॉ.	545
कुछ	536
दो	522
करना	521
ये	510
आ	506
संयुक्त राष्ट्र	498
उसे	488
ताज महल	486
गेटवे ऑफ इंडिया	476
बात	476
वे	474
दिल्ली विश्वविद्यालय	473
लाल किला	470
हैरी पॉटर	469
इंडिया गेट	457
एफिल टावर	455
करो	450
जाओ	447
यहाँ	442
पास	433
बस	423
मेरी	418
सब	417
मेरा	411
अच्छा	397
कोई	394
रही	390
अनु	389
लिए	381
कहाँ	369
तुम्हें	362
ही	362
कल	358
चाहिए	357
क्यों	350
साथ	346
अब	336
राधा	334
थी	323
थे	317
चलो	316
उसने	313
हाँ	312
मैंने	308
मत	303
इस	294
अभी	291
जा	282
सकता	282
घर	281
सकते	281
सीता	277
किया	276
पहले	275
हुआ	274
गए	264
फिर	260
सच	260
अपने	258
इसे	248
वो	248
मीरा	242
नाम	240
पता	237
गई	235
आपको	234
पसंद	233
होगा	230
देखो	228
आओ	219
हमें	219
कैसे	217
अर्जुन	210
ले	209
लो	209
अरे	204
कभी	203
कौन	203
कि	202
खाना	202
हूं	197
वहाँ	194
चाय	193
बड़ा	189
सर	187
करता	186
आया	185
ना	184
समय	183
बाहर	181
आज	177
जाएँगे	177
उस	172
तुमने	172
देखने	172
मदद	171
जाना	170
राम	169
माँ	168
अतिथि	167
कृष्ण	167
:	166
आदि	166
बंद	161
वापस	161
तक	160
अपना	158
लगता	157
जल्दी	152
उसके	151
आपका	148
उसकी	148
बजे	148
रात	148
सही	148
कहा	147
पानी	146
भाई	145
या	145
आपके	144
चाहता	142
तुम्हारे	140
आदमी	139
ओह	139
तरह	139
दे	139
अपनी	137
न	137
तुम्हारा	135
उन्हें	134
देखा	134
देश	134
हमारे	133
अच्छी	132
उसका	132
होता	132
कब	130
बच्चे	130
लगा	130
देख	129
प्रो. राम	128
सकती	125
तुम्हारी	124
प्यार	124
जो	123
डॉ. मीरा	123
आपने	122
डॉ. विजय	122
नीचे	122
प्रो. विजय	121
लेकिन	120
हर	120
ऐसा	119
दिन	119
भगवान	119
खाओ	118
चाहते	118
जवाब	118
अंदर	117
आपकी	117
किताब	117
मैरी	117
डॉ. अर्जुन	116
दोस्त	116
प्रो. कृष्ण	115
कितने	113
तू	113
रहो	111
करें	110
दूर	109
शादी	108
जाने	107
विजय	106
किसी	105
रुको	105
जाएगा	104
जानते	104
डॉ. राम	104
बार	103
साल	103
ऊपर	102
करने	102
कृपया	102
मर	102
